Round,Account,Stakeholder,Type
25201898,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25201904,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25201921,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25201942,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25201949,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202023,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202032,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202045,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202082,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202096,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202102,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202103,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202123,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202146,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202148,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202159,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202223,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202239,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202252,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202256,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202292,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202309,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202318,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202334,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202396,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202442,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202489,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202494,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202508,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202553,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202572,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202673,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202714,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202737,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202757,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202761,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202840,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25202880,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288242,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288302,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288370,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288382,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288472,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288503,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288566,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288706,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288707,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288733,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288738,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288785,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288901,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288904,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25288977,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289018,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289050,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289058,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289097,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289142,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289170,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289187,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289222,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289225,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289263,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289310,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289343,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289373,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289378,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289385,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289391,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289402,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289424,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289453,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289470,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289492,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289521,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289641,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289648,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289702,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289712,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289761,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289768,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289794,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289835,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289872,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289878,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289935,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289939,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289941,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25289946,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290023,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290079,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290106,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290121,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290128,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290134,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290142,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290143,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290195,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290197,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290198,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290244,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290294,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290295,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290349,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290350,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290358,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290363,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290369,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290377,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290448,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290510,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290558,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290584,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290596,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290603,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290670,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290684,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290747,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290777,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290785,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290798,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290821,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290822,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290884,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290890,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290940,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290951,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25290972,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291073,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291113,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291238,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291319,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291355,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291365,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291396,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291448,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291470,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291516,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291558,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291569,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291579,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291691,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291748,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291752,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291758,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291764,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291783,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291824,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25291910,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292029,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292092,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292180,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292181,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292189,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292209,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292215,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292249,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292269,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292285,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292307,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292336,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292401,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292403,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292406,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292428,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292438,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292473,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292474,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292499,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292521,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292526,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292541,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292571,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292606,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292634,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292722,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292733,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292736,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292744,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292751,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292798,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292830,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292847,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292853,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292867,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292887,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292981,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25292997,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25293003,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25293065,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25293068,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25293085,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25293089,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25293141,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25293147,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
25293167,XO2RXKXBHWBAVX43TAI5PKLKSPAIEADYSMAMUQ5YSBXODTVZPMT23BZFKM,Community,VoteAccepted
